,Time,Potential
0,3600.2,-0.471
0.2,3600.4,-0.452
0.4,3600.6,-0.457
0.6,3600.8,-0.432
0.8,3601,-0.428
1,3601.2,-0.428
1.2,3601.4,-0.418
1.4,3601.6,-0.423
1.6,3601.8,-0.413
1.8,3602,-0.389
2,3602.2,-0.384
2.2,3602.4,-0.375
2.4,3602.6,-0.384
2.6,3602.8,-0.346
2.8,3603,-0.336
3,3603.2,-0.346
3.2,3603.4,-0.336
3.4,3603.6,-0.288
3.6,3603.8,-0.269
3.8,3604,-0.249
4,3604.2,-0.244
4.2,3604.4,-0.235
4.4,3604.6,-0.225
4.6,3604.8,-0.22
4.8,3605,-0.182
5,3605.2,-0.196
5.2,3605.4,-0.177
5.4,3605.6,-0.182
5.6,3605.8,-0.172
5.8,3606,-0.157
6,3606.2,-0.143
6.2,3606.4,-0.129
6.4,3606.6,-0.114
6.6,3606.8,-0.095
6.8,3607,-0.08
7,3607.2,-0.066
7.2,3607.4,-0.047
7.4,3607.6,-0.037
7.6,3607.8,-0.018
7.8,3608,-0.003
8,3608.2,0.002
8.2,3608.4,0.016
8.4,3608.6,0.035
8.6,3608.8,0.04
8.8,3609,0.05
9,3609.2,0.055
9.2,3609.4,0.06
9.4,3609.6,0.069
9.6,3609.8,0.074
9.8,3610,0.074
10,3610.2,0.079
10.2,3610.4,0.079
10.4,3610.6,0.084
10.6,3610.8,0.093
10.8,3611,0.093
11,3611.2,0.093
11.2,3611.4,0.089
11.4,3611.6,0.089
11.6,3611.8,0.089
11.8,3612,0.089
12,3612.2,0.093
12.2,3612.4,0.301
12.4,3612.6,0.498
12.6,3612.8,0.677
12.8,3613,0.822
13,3613.2,0.947
13.2,3613.4,1.039
13.4,3613.6,1.121
13.6,3613.8,1.207
13.8,3614,1.28
14,3614.2,1.328
14.2,3614.4,1.386
14.4,3614.6,1.429
14.6,3614.8,1.463
14.8,3615,1.511
15,3615.2,1.559
15.2,3615.4,1.593
15.4,3615.6,1.637
15.6,3615.8,1.675
15.8,3616,1.699
16,3616.2,1.733
16.2,3616.4,1.752
16.4,3616.6,1.757
16.6,3616.8,1.728
16.8,3617,1.762
17,3617.2,1.776
17.2,3617.4,1.776
17.4,3617.6,1.757
17.6,3617.8,1.743
17.8,3618,1.714
18,3618.2,1.699
18.2,3618.4,1.714
18.4,3618.6,1.685
18.6,3618.8,1.656
18.8,3619,1.617
19,3619.2,1.608
19.2,3619.4,1.564
19.4,3619.6,1.526
19.6,3619.8,1.506
19.8,3620,1.477
20,3620.2,1.405
20.2,3620.4,1.333
20.4,3620.6,1.265
20.6,3620.8,1.227
20.8,3621,1.198
21,3621.2,1.174
21.2,3621.4,1.111
21.4,3621.6,1.068
21.6,3621.8,1.029
21.8,3622,0.985
22,3622.2,0.937
22.2,3622.4,0.889
22.4,3622.6,0.855
22.6,3622.8,0.831
22.8,3623,0.793
23,3623.2,0.759
23.2,3623.4,0.73
23.4,3623.6,0.701
23.6,3623.8,0.662
23.8,3624,0.643
24,3624.2,0.619
24.2,3624.4,0.6
24.4,3624.6,0.576
24.6,3624.8,0.561
24.8,3625,0.542
25,3625.2,0.527
25.2,3625.4,0.522
25.4,3625.6,0.513
25.6,3625.8,0.489
25.8,3626,0.474
26,3626.2,0.474
26.2,3626.4,0.469
26.4,3626.6,0.445
26.6,3626.8,0.445
26.8,3627,0.426
27,3627.2,0.412
27.2,3627.4,0.402
27.4,3627.6,0.373
27.6,3627.8,0.334
27.8,3628,0.276
28,3628.2,0.209
28.2,3628.4,0.17
28.4,3628.6,0.122
28.6,3628.8,0.089
28.8,3629,0.04
29,3629.2,0.006
29.2,3629.4,-0.061
29.4,3629.6,-0.104
29.6,3629.8,-0.114
29.8,3630,-0.172
30,3630.2,-0.211
30.2,3630.4,-0.24
30.4,3630.6,-0.288
30.6,3630.8,-0.341
30.8,3631,-0.36
31,3631.2,-0.37
31.2,3631.4,-0.389
31.4,3631.6,-0.403
31.6,3631.8,-0.428
31.8,3632,-0.452
32,3632.2,-0.481
32.2,3632.4,-0.5
32.4,3632.6,-0.524
32.6,3632.8,-0.544
32.8,3633,-0.563
33,3633.2,-0.582
33.2,3633.4,-0.597
33.4,3633.6,-0.611
33.6,3633.8,-0.63
33.8,3634,-0.645
34,3634.2,-0.664
34.2,3634.4,-0.683
34.4,3634.6,-0.698
34.6,3634.8,-0.712
34.8,3635,-0.722
35,3635.2,-0.732
35.2,3635.4,-0.741
35.4,3635.6,-0.76
35.6,3635.8,-0.76
35.8,3636,-0.775
36,3636.2,-0.789
36.2,3636.4,-0.794
36.4,3636.6,-0.809
36.6,3636.8,-0.818
36.8,3637,-0.823
37,3637.2,-0.828
37.2,3637.4,-0.843
37.4,3637.6,-0.847
37.6,3637.8,-0.852
37.8,3638,-0.847
38,3638.2,-0.867
38.2,3638.4,-0.871
38.4,3638.6,-0.876
38.6,3638.8,-0.881
38.8,3639,-0.886
39,3639.2,-0.886
39.2,3639.4,-0.886
39.4,3639.6,-0.886
39.6,3639.8,-0.895
39.8,3640,-0.905
40,3640.2,-0.905
40.2,3640.4,-0.905
40.4,3640.6,-0.905
40.6,3640.8,-0.915
40.8,3641,-0.915
41,3641.2,-0.919
41.2,3641.4,-0.924
41.4,3641.6,-0.919
41.6,3641.8,-0.929
41.8,3642,-0.929
42,3642.2,-0.929
42.2,3642.4,-0.944
42.4,3642.6,-0.939
42.6,3642.8,-0.939
42.8,3643,-0.939
43,3643.2,-0.944
43.2,3643.4,-0.944
43.4,3643.6,-0.944
43.6,3643.8,-0.944
43.8,3644,-0.958
44,3644.2,-0.958
44.2,3644.4,-0.958
44.4,3644.6,-0.953
44.6,3644.8,-0.958
44.8,3645,-0.963
45,3645.2,-0.963
45.2,3645.4,-0.963
45.4,3645.6,-0.963
45.6,3645.8,-0.963
45.8,3646,-0.968
46,3646.2,-0.963
46.2,3646.4,-0.982
46.4,3646.6,-0.982
46.6,3646.8,-0.977
46.8,3647,-0.977
47,3647.2,-0.977
47.2,3647.4,-0.982
47.4,3647.6,-0.982
47.6,3647.8,-0.982
47.8,3648,-0.982
48,3648.2,-0.982
48.2,3648.4,-0.982
48.4,3648.6,-0.987
48.6,3648.8,-0.992
48.8,3649,-0.987
49,3649.2,-0.997
49.2,3649.4,-0.992
49.4,3649.6,-0.992
49.6,3649.8,-1.002
49.8,3650,-1.002
50,3650.2,-0.997
50.2,3650.4,-0.997
50.4,3650.6,-1.006
50.6,3650.8,-1.006
50.8,3651,-1.006
51,3651.2,-1.011
51.2,3651.4,-1.006
51.4,3651.6,-1.016
51.6,3651.8,-1.016
51.8,3652,-1.016
52,3652.2,-1.026
52.2,3652.4,-1.021
52.4,3652.6,-1.021
52.6,3652.8,-1.026
52.8,3653,-1.026
53,3653.2,-1.026
53.2,3653.4,-1.031
53.4,3653.6,-1.031
53.6,3653.8,-1.031
53.8,3654,-1.035
54,3654.2,-1.04
54.2,3654.4,-1.04
54.4,3654.6,-1.04
54.6,3654.8,-1.045
54.8,3655,-1.05
55,3655.2,-1.055
55.2,3655.4,-1.055
55.4,3655.6,-1.06
55.6,3655.8,-1.055
55.8,3656,-1.055
56,3656.2,-1.06
56.2,3656.4,-1.064
56.4,3656.6,-1.064
56.6,3656.8,-1.064
56.8,3657,-1.069
57,3657.2,-1.079
57.2,3657.4,-1.069
57.4,3657.6,-1.064
57.6,3657.8,-1.045
57.8,3658,-1.089
58,3658.2,-1.084
58.2,3658.4,-1.098
58.4,3658.6,-1.084
58.6,3658.8,-1.204
58.8,3659,-1.223
59,3659.2,-1.238
59.2,3659.4,-1.137
59.4,3659.6,-1.33
59.6,3659.8,-1.373
59.8,3660,-1.364
60,3660.2,-1.392
60.2,3660.4,-1.426
60.4,3660.6,-1.518
60.6,3660.8,-1.523
60.8,3661,-1.532
61,3661.2,-1.532
61.2,3661.4,-1.532
61.4,3661.6,-1.585
61.6,3661.8,-1.585
61.8,3662,-1.571
62,3662.2,-1.542
62.2,3662.4,-1.527
62.4,3662.6,-1.469
62.6,3662.8,-1.44
62.8,3663,-1.354
63,3663.2,-1.436
63.2,3663.4,-1.33
63.4,3663.6,-1.291
63.6,3663.8,-1.228
63.8,3664,-1.199
64,3664.2,-1.127
64.2,3664.4,-1.137
64.4,3664.6,-1.021
64.6,3664.8,-0.977
64.8,3665,-1.006
65,3665.2,-0.929
65.2,3665.4,-0.91
65.4,3665.6,-0.828
65.6,3665.8,-0.828
65.8,3666,-0.823
66,3666.2,-0.775
66.2,3666.4,-0.746
66.4,3666.6,-0.717
66.6,3666.8,-0.698
66.8,3667,-0.659
67,3667.2,-0.669
67.2,3667.4,-0.635
67.4,3667.6,-0.64
67.6,3667.8,-0.625
67.8,3668,-0.606
68,3668.2,-0.616
68.2,3668.4,-0.577
68.4,3668.6,-0.601
68.6,3668.8,-0.558
68.8,3669,-0.573
69,3669.2,-0.558
69.2,3669.4,-0.529
69.4,3669.6,-0.519
69.6,3669.8,-0.524
69.8,3670,-0.505
70,3670.2,-0.515
70.2,3670.4,-0.5
70.4,3670.6,-0.505
70.6,3670.8,-0.49
70.8,3671,-0.481
71,3671.2,-0.457
71.2,3671.4,-0.481
71.4,3671.6,-0.442
71.6,3671.8,-0.442
71.8,3672,-0.418
72,3672.2,-0.442
72.2,3672.4,-0.442
72.4,3672.6,-0.428
72.6,3672.8,-0.399
72.8,3673,-0.384
73,3673.2,-0.36
73.2,3673.4,-0.326
73.4,3673.6,-0.312
73.6,3673.8,-0.307
73.8,3674,-0.288
74,3674.2,-0.273
74.2,3674.4,-0.269
74.4,3674.6,-0.254
74.6,3674.8,-0.254
74.8,3675,-0.244
75,3675.2,-0.244
75.2,3675.4,-0.249
75.4,3675.6,-0.235
75.6,3675.8,-0.22
75.8,3676,-0.206
76,3676.2,-0.191
76.2,3676.4,-0.177
76.4,3676.6,-0.211
76.6,3676.8,-0.269
76.8,3677,-0.254
77,3677.2,-0.244
77.2,3677.4,-0.215
77.4,3677.6,-0.196
77.6,3677.8,-0.172
77.8,3678,-0.143
78,3678.2,-0.114
78.2,3678.4,-0.095
78.4,3678.6,-0.071
78.6,3678.8,-0.056
78.8,3679,-0.042
79,3679.2,-0.018
79.2,3679.4,-0.013
79.4,3679.6,0.011
79.6,3679.8,0.021
79.8,3680,0.035
80,3680.2,0.045
80.2,3680.4,0.055
80.4,3680.6,0.055
80.6,3680.8,0.06
80.8,3681,0.064
81,3681.2,0.079
81.2,3681.4,0.079
81.4,3681.6,0.084
81.6,3681.8,0.074
81.8,3682,0.079
82,3682.2,0.079
82.2,3682.4,0.011
82.4,3682.6,0.011
82.6,3682.8,0.021
82.8,3683,0.021
83,3683.2,0.021
83.2,3683.4,0.031
83.4,3683.6,0.035
83.6,3683.8,0.035
83.8,3684,0.026
84,3684.2,0.035
84.2,3684.4,0.045
84.4,3684.6,0.04
84.6,3684.8,0.05
84.8,3685,0.079
85,3685.2,0.291
85.2,3685.4,0.464
85.4,3685.6,0.614
85.6,3685.8,0.238
85.8,3686,0.469
86,3686.2,0.981
86.2,3686.4,0.855
86.4,3686.6,1.092
86.6,3686.8,1.246
86.8,3687,1.429
87,3687.2,1.584
87.2,3687.4,1.772
87.4,3687.6,2.047
87.6,3687.8,2.201
87.8,3688,2.36
88,3688.2,3.079
88.2,3688.4,2.606
88.4,3688.6,2.775
88.6,3688.8,2.828
88.8,3689,2.973
89,3689.2,3.079
89.2,3689.4,3.141
89.4,3689.6,3.233
89.6,3689.8,3.354
89.8,3690,3.465
90,3690.2,3.629
90.2,3690.4,3.653
90.4,3690.6,3.759
90.6,3690.8,3.875
90.8,3691,3.879
91,3691.2,3.769
91.2,3691.4,3.73
91.4,3691.6,3.778
91.6,3691.8,3.836
91.8,3692,3.913
92,3692.2,3.961
92.2,3692.4,4.024
92.4,3692.6,4.077
92.6,3692.8,4.154
92.8,3693,4.178
93,3693.2,4.203
93.2,3693.4,4.217
93.4,3693.6,4.207
93.6,3693.8,4.13
93.8,3694,4.072
94,3694.2,4.207
94.2,3694.4,4.068
94.4,3694.6,4.048
94.6,3694.8,4.029
94.8,3695,4.034
95,3695.2,3.971
95.2,3695.4,3.889
95.4,3695.6,3.836
95.6,3695.8,3.759
95.8,3696,3.725
96,3696.2,3.667
96.2,3696.4,3.72
96.4,3696.6,3.513
96.6,3696.8,3.513
96.8,3697,3.421
97,3697.2,3.431
97.2,3697.4,3.195
97.4,3697.6,3.137
97.6,3697.8,3.127
97.8,3698,3.074
98,3698.2,3.007
98.2,3698.4,2.963
98.4,3698.6,2.915
98.6,3698.8,2.852
98.8,3699,2.813
99,3699.2,2.741
99.2,3699.4,2.688
99.4,3699.6,2.659
99.6,3699.8,2.611
99.8,3700,2.538
100,3700.2,2.466
100.2,3700.4,2.375
100.4,3700.6,2.249
100.6,3700.8,2.138
100.8,3701,2.037
101,3701.2,1.926
101.2,3701.4,1.81
101.4,3701.6,1.68
101.6,3701.8,1.584
101.8,3702,1.468
102,3702.2,1.328
102.2,3702.4,1.207
102.4,3702.6,1.125
102.6,3702.8,1.043
102.8,3703,0.947
103,3703.2,0.875
103.2,3703.4,0.778
103.4,3703.6,0.691
103.6,3703.8,0.619
103.8,3704,0.527
104,3704.2,0.45
104.2,3704.4,0.383
104.4,3704.6,0.31
104.6,3704.8,0.238
104.8,3705,0.19
105,3705.2,0.127
105.2,3705.4,0.055
105.4,3705.6,0.006
105.6,3705.8,-0.037
105.8,3706,-0.085
106,3706.2,-0.119
106.2,3706.4,-0.177
106.4,3706.6,-0.225
106.6,3706.8,-0.269
106.8,3707,-0.307
107,3707.2,-0.36
107.2,3707.4,-0.399
107.4,3707.6,-0.437
107.6,3707.8,-0.466
107.8,3708,-0.515
108,3708.2,-0.544
108.2,3708.4,-0.573
108.4,3708.6,-0.558
108.6,3708.8,-0.606
108.8,3709,-0.63
109,3709.2,-0.659
109.2,3709.4,-0.678
109.4,3709.6,-0.703
109.6,3709.8,-0.712
109.8,3710,-0.732
110,3710.2,-0.746
110.2,3710.4,-0.77
110.4,3710.6,-0.77
110.6,3710.8,-0.794
110.8,3711,-0.809
111,3711.2,-0.814
111.2,3711.4,-0.823
111.4,3711.6,-0.833
111.6,3711.8,-0.852
111.8,3712,-0.847
112,3712.2,-0.852
112.2,3712.4,-0.862
112.4,3712.6,-0.867
112.6,3712.8,-0.876
112.8,3713,-0.886
113,3713.2,-0.886
113.2,3713.4,-0.9
113.4,3713.6,-0.91
113.6,3713.8,-0.924
113.8,3714,-0.924
114,3714.2,-0.934
114.2,3714.4,-0.939
114.4,3714.6,-0.963
114.6,3714.8,-0.963
114.8,3715,-0.973
115,3715.2,-0.982
115.2,3715.4,-0.982
115.4,3715.6,-0.987
115.6,3715.8,-0.997
115.8,3716,-1.006
116,3716.2,-1.016
116.2,3716.4,-1.021
116.4,3716.6,-1.031
116.6,3716.8,-1.021
116.8,3717,-1.026
117,3717.2,-1.04
117.2,3717.4,-1.045
117.4,3717.6,-1.05
117.6,3717.8,-1.05
117.8,3718,-1.06
118,3718.2,-1.064
118.2,3718.4,-1.05
118.4,3718.6,-1.05
118.6,3718.8,-1.064
118.8,3719,-1.069
119,3719.2,-1.084
119.2,3719.4,-1.117
119.4,3719.6,-1.146
119.6,3719.8,-1.132
119.8,3720,-1.137
120,3720.2,-1.146
120.2,3720.4,-1.156
120.4,3720.6,-1.151
120.6,3720.8,-1.161
120.8,3721,-1.166
121,3721.2,-1.156
121.2,3721.4,-1.161
121.4,3721.6,-1.161
121.6,3721.8,-1.17
121.8,3722,-1.166
122,3722.2,-1.161
122.2,3722.4,-1.161
122.4,3722.6,-1.161
122.6,3722.8,-1.161
122.8,3723,-1.146
123,3723.2,-1.156
123.2,3723.4,-1.161
123.4,3723.6,-1.166
123.6,3723.8,-1.161
123.8,3724,-1.156
124,3724.2,-1.161
124.2,3724.4,-1.161
124.4,3724.6,-1.161
124.6,3724.8,-1.151
124.8,3725,-1.166
125,3725.2,-1.156
125.2,3725.4,-1.156
125.4,3725.6,-1.146
125.6,3725.8,-1.156
125.8,3726,-1.17
126,3726.2,-1.17
126.2,3726.4,-1.161
126.4,3726.6,-1.156
126.6,3726.8,-1.156
126.8,3727,-1.156
127,3727.2,-1.156
127.2,3727.4,-1.156
127.4,3727.6,-1.161
127.6,3727.8,-1.156
127.8,3728,-1.156
128,3728.2,-1.161
128.2,3728.4,-1.156
128.4,3728.6,-1.156
128.6,3728.8,-1.156
128.8,3729,-1.156
129,3729.2,-1.161
129.2,3729.4,-1.151
129.4,3729.6,-1.156
129.6,3729.8,-1.161
129.8,3730,-1.161
130,3730.2,-1.161
130.2,3730.4,-1.166
130.4,3730.6,-1.17
130.6,3730.8,-1.161
130.8,3731,-1.17
131,3731.2,-1.161
131.2,3731.4,-1.166
131.4,3731.6,-1.161
131.6,3731.8,-1.161
131.8,3732,-1.161
132,3732.2,-1.161
132.2,3732.4,-1.161
132.4,3732.6,-1.156
132.6,3732.8,-1.166
132.8,3733,-1.156
133,3733.2,-1.161
133.2,3733.4,-1.161
133.4,3733.6,-1.161
133.6,3733.8,-1.161
133.8,3734,-1.161
134,3734.2,-1.161
134.2,3734.4,-1.161
134.4,3734.6,-1.161
134.6,3734.8,-1.166
134.8,3735,-1.161
135,3735.2,-1.161
135.2,3735.4,-1.161
135.4,3735.6,-1.166
135.6,3735.8,-1.161
135.8,3736,-1.161
136,3736.2,-1.161
136.2,3736.4,-1.161
136.4,3736.6,-1.161
136.6,3736.8,-1.161
136.8,3737,-1.156
137,3737.2,-1.151
137.2,3737.4,-1.156
137.4,3737.6,-1.18
137.6,3737.8,-1.17
137.8,3738,-1.17
138,3738.2,-1.17
138.2,3738.4,-1.156
138.4,3738.6,-1.18
138.6,3738.8,-1.18
138.8,3739,-1.175
139,3739.2,-1.166
139.2,3739.4,-1.166
139.4,3739.6,-1.151
139.6,3739.8,-1.146
139.8,3740,-1.137
140,3740.2,-1.137
140.2,3740.4,-1.122
140.4,3740.6,-1.117
140.6,3740.8,-1.117
140.8,3741,-1.108
141,3741.2,-1.103
141.2,3741.4,-1.093
141.4,3741.6,-1.093
141.6,3741.8,-1.098
141.8,3742,-1.093
142,3742.2,-1.098
142.2,3742.4,-1.098
142.4,3742.6,-1.089
142.6,3742.8,-1.089
142.8,3743,-1.079
143,3743.2,-1.079
143.2,3743.4,-1.069
143.4,3743.6,-1.064
143.6,3743.8,-1.064
143.8,3744,-1.06
144,3744.2,-1.05
144.2,3744.4,-1.045
144.4,3744.6,-1.045
144.6,3744.8,-1.045
144.8,3745,-1.04
145,3745.2,-1.04
145.2,3745.4,-1.031
145.4,3745.6,-1.006
145.6,3745.8,-1.031
145.8,3746,-1.021
146,3746.2,-0.997
146.2,3746.4,-1.011
146.4,3746.6,-1.011
146.6,3746.8,-1.006
146.8,3747,-1.002
147,3747.2,-1.002
147.2,3747.4,-0.992
147.4,3747.6,-0.982
147.6,3747.8,-0.982
147.8,3748,-0.982
148,3748.2,-0.977
148.2,3748.4,-0.963
148.4,3748.6,-0.963
148.6,3748.8,-1.05
148.8,3749,-1.055
149,3749.2,-1.05
149.2,3749.4,-1.045
149.4,3749.6,-1.045
149.6,3749.8,-1.04
149.8,3750,-1.031
150,3750.2,-1.026
150.2,3750.4,-1.011
150.4,3750.6,-0.992
150.6,3750.8,-0.963
150.8,3751,-0.939
151,3751.2,-0.924
151.2,3751.4,-0.915
151.4,3751.6,-0.915
151.6,3751.8,-0.91
151.8,3752,-0.905
152,3752.2,-0.905
152.2,3752.4,-0.9
152.4,3752.6,-0.886
152.6,3752.8,-0.886
152.8,3753,-0.876
153,3753.2,-0.871
153.2,3753.4,-0.862
153.4,3753.6,-0.857
153.6,3753.8,-0.838
153.8,3754,-0.833
154,3754.2,-0.828
154.2,3754.4,-0.814
154.4,3754.6,-0.818
154.6,3754.8,-0.799
154.8,3755,-0.799
155,3755.2,-0.799
155.2,3755.4,-0.789
155.4,3755.6,-0.785
155.6,3755.8,-0.78
155.8,3756,-0.775
156,3756.2,-0.77
156.2,3756.4,-0.76
156.4,3756.6,-0.751
156.6,3756.8,-0.722
156.8,3757,-0.635
157,3757.2,-0.649
157.2,3757.4,-0.64
157.4,3757.6,-0.625
157.6,3757.8,-0.601
157.8,3758,-0.601
158,3758.2,-0.592
158.2,3758.4,-0.582
158.4,3758.6,-0.568
158.6,3758.8,-0.563
158.8,3759,-0.529
159,3759.2,-0.539
159.2,3759.4,-0.539
159.4,3759.6,-0.529
159.6,3759.8,-0.51
159.8,3760,-0.495
160,3760.2,-0.481
160.2,3760.4,-0.452
160.4,3760.6,-0.447
160.6,3760.8,-0.432
160.8,3761,-0.413
161,3761.2,-0.389
161.2,3761.4,-0.365
161.4,3761.6,-0.346
161.6,3761.8,-0.322
161.8,3762,-0.293
162,3762.2,-0.273
162.2,3762.4,-0.254
162.4,3762.6,-0.191
162.6,3762.8,-0.172
162.8,3763,-0.157
163,3763.2,-0.138
163.2,3763.4,-0.119
163.4,3763.6,-0.1
163.6,3763.8,-0.08
163.8,3764,-0.066
164,3764.2,-0.056
164.2,3764.4,-0.023
164.4,3764.6,0.002
164.6,3764.8,0.016
164.8,3765,0.05
165,3765.2,0.084
165.2,3765.4,0.151
165.4,3765.6,0.19
165.6,3765.8,0.233
165.8,3766,0.209
166,3766.2,0.214
166.2,3766.4,0.276
166.4,3766.6,0.33
166.6,3766.8,0.368
166.8,3767,0.402
167,3767.2,0.426
167.2,3767.4,0.46
167.4,3767.6,0.498
167.6,3767.8,0.551
167.8,3768,0.6
168,3768.2,0.653
168.2,3768.4,0.701
168.4,3768.6,0.72
168.6,3768.8,0.754
168.8,3769,0.788
169,3769.2,0.793
169.2,3769.4,0.822
169.4,3769.6,0.817
169.6,3769.8,0.851
169.8,3770,0.846
170,3770.2,0.865
170.2,3770.4,0.875
170.4,3770.6,0.889
170.6,3770.8,0.899
170.8,3771,0.928
171,3771.2,0.942
171.2,3771.4,0.966
171.4,3771.6,0.985
171.6,3771.8,1.019
171.8,3772,1.043
172,3772.2,1.077
172.2,3772.4,1.096
172.4,3772.6,1.145
172.6,3772.8,1.198
172.8,3773,1.236
173,3773.2,1.275
173.2,3773.4,1.323
173.4,3773.6,1.371
173.6,3773.8,1.41
173.8,3774,1.458
174,3774.2,1.506
174.2,3774.4,1.54
174.4,3774.6,1.598
174.6,3774.8,1.613
174.8,3775,1.714
175,3775.2,1.743
175.2,3775.4,1.878
175.4,3775.6,1.912
175.6,3775.8,1.926
175.8,3776,1.965
176,3776.2,1.974
176.2,3776.4,1.994
176.4,3776.6,2.003
176.6,3776.8,2.032
176.8,3777,2.037
177,3777.2,2.022
177.2,3777.4,2.027
177.4,3777.6,2.037
177.6,3777.8,2.027
177.8,3778,2.032
178,3778.2,2.032
178.2,3778.4,2.003
178.4,3778.6,1.955
178.6,3778.8,2.013
178.8,3779,1.96
179,3779.2,1.926
179.2,3779.4,1.897
179.4,3779.6,1.863
179.6,3779.8,1.815
179.8,3780,1.757
180,3780.2,1.714
180.2,3780.4,1.661
180.4,3780.6,1.593
180.6,3780.8,1.53
180.8,3781,1.473
181,3781.2,1.386
181.2,3781.4,1.309
181.4,3781.6,1.231
181.6,3781.8,1.13
181.8,3782,1.019
182,3782.2,0.894
182.2,3782.4,0.749
182.4,3782.6,0.576
182.6,3782.8,0.373
182.8,3783,0.137
183,3783.2,-0.1
183.2,3783.4,0.016
183.4,3783.6,0.016
183.6,3783.8,0.016
183.8,3784,0.011
184,3784.2,0.011
184.2,3784.4,0.002
184.4,3784.6,0.002
184.6,3784.8,-0.003
184.8,3785,-0.013
185,3785.2,-0.018
185.2,3785.4,-0.027
185.4,3785.6,-0.037
185.6,3785.8,-0.047
185.8,3786,-0.056
186,3786.2,-0.066
186.2,3786.4,-0.085
186.4,3786.6,-0.519
186.6,3786.8,-0.582
186.8,3787,-0.606
187,3787.2,-0.64
187.2,3787.4,-0.659
187.4,3787.6,-0.683
187.6,3787.8,-0.712
187.8,3788,-0.736
188,3788.2,-0.77
188.2,3788.4,-0.789
188.4,3788.6,-0.814
188.6,3788.8,-0.862
188.8,3789,-0.876
189,3789.2,-0.895
189.2,3789.4,-0.91
189.4,3789.6,-0.939
189.6,3789.8,-0.963
189.8,3790,-1.006
190,3790.2,-1.035
190.2,3790.4,-1.064
190.4,3790.6,-1.069
190.6,3790.8,-1.064
190.8,3791,-1.117
191,3791.2,-1.117
191.2,3791.4,-1.146
191.4,3791.6,-1.161
191.6,3791.8,-1.166
191.8,3792,-1.185
192,3792.2,-1.233
192.2,3792.4,-1.252
192.4,3792.6,-1.277
192.6,3792.8,-1.277
192.8,3793,-1.325
193,3793.2,-1.373
193.2,3793.4,-1.416
193.4,3793.6,-1.484
193.6,3793.8,-1.581
193.8,3794,-1.677
194,3794.2,-1.749
194.2,3794.4,-1.855
194.4,3794.6,-1.904
194.6,3794.8,-1.99
194.8,3795,-2.063
195,3795.2,-2.053
195.2,3795.4,-2.01
195.4,3795.6,-1.99
195.6,3795.8,-1.923
195.8,3796,-1.875
196,3796.2,-1.754
196.2,3796.4,-1.672
196.4,3796.6,-1.581
196.6,3796.8,-1.392
196.8,3797,-1.301
197,3797.2,-1.238
197.2,3797.4,-1.257
197.4,3797.6,-1.219
197.6,3797.8,-1.194
197.8,3798,-1.166
198,3798.2,-1.146
198.2,3798.4,-1.117
198.4,3798.6,-1.098
198.6,3798.8,-1.074
198.8,3799,-1.055
199,3799.2,-1.04
199.2,3799.4,-1.016
199.4,3799.6,-1.002
199.6,3799.8,-0.987
199.8,3800,-0.963
200,3800.2,-0.939
200.2,3800.4,-0.924
200.4,3800.6,-0.91
200.6,3800.8,-0.895
200.8,3801,-0.881
201,3801.2,-0.852
201.2,3801.4,-0.838
201.4,3801.6,-0.823
201.6,3801.8,-0.809
201.8,3802,-0.785
202,3802.2,-0.756
202.2,3802.4,-0.741
202.4,3802.6,-0.717
202.6,3802.8,-0.698
202.8,3803,-0.674
203,3803.2,-0.645
203.2,3803.4,-0.616
203.4,3803.6,-0.582
203.6,3803.8,-0.553
203.8,3804,-0.51
204,3804.2,-0.461
204.2,3804.4,-0.408
204.4,3804.6,-0.36
204.6,3804.8,-0.288
204.8,3805,-0.235
205,3805.2,-0.172
205.2,3805.4,-0.095
205.4,3805.6,-0.018
205.6,3805.8,0.045
205.8,3806,0.089
206,3806.2,0.214
206.2,3806.4,0.325
206.4,3806.6,0.363
206.6,3806.8,0.508
206.8,3807,0.6
207,3807.2,0.696
207.2,3807.4,0.797
207.4,3807.6,0.851
207.6,3807.8,0.88
207.8,3808,0.918
208,3808.2,0.942
208.2,3808.4,0.952
208.4,3808.6,0.981
208.6,3808.8,1
208.8,3809,1.029
209,3809.2,1.063
209.2,3809.4,1.111
209.4,3809.6,1.145
209.6,3809.8,1.203
209.8,3810,1.26
210,3810.2,1.313
210.2,3810.4,1.376
210.4,3810.6,1.714
210.6,3810.8,1.699
210.8,3811,1.695
211,3811.2,1.748
211.2,3811.4,1.801
211.4,3811.6,1.834
211.6,3811.8,1.892
211.8,3812,1.998
212,3812.2,2.047
212.2,3812.4,2.085
212.4,3812.6,2.08
212.6,3812.8,2.104
212.8,3813,2.124
213,3813.2,2.162
213.2,3813.4,2.129
213.4,3813.6,2.119
213.6,3813.8,2.148
213.8,3814,2.124
214,3814.2,2.124
214.2,3814.4,2.056
214.4,3814.6,2.003
214.6,3814.8,2.037
214.8,3815,2.008
215,3815.2,1.95
215.2,3815.4,1.907
215.4,3815.6,1.834
215.6,3815.8,1.776
215.8,3816,1.714
216,3816.2,1.627
216.2,3816.4,1.555
216.4,3816.6,1.482
216.6,3816.8,1.386
216.8,3817,1.294
217,3817.2,1.188
217.2,3817.4,1.068
217.4,3817.6,0.942
217.6,3817.8,0.778
217.8,3818,0.58
