Time,,Potential
5888.4,10341.4,-0.599
5888.6,10341.6,-0.575
5888.8,10341.8,-0.551
5889,10342,-0.532
5889.2,10342.2,-0.518
5889.4,10342.4,-0.493
5889.6,10342.6,-0.479
5889.8,10342.8,-0.46
5890,10343,-0.416
5890.2,10343.2,-0.373
5890.4,10343.4,-0.339
5890.6,10343.6,-0.291
5890.8,10343.8,-0.252
5891,10344,-0.214
5891.2,10344.2,-0.161
5891.4,10344.4,-0.103
5891.6,10344.6,-0.045
5891.8,10344.8,-0.107
5892,10345,-0.04
5892.2,10345.2,0.018
5892.4,10345.4,0.076
5892.6,10345.6,0.114
5892.8,10345.8,0.143
5893,10346,0.216
5893.2,10346.2,0.249
5893.4,10346.4,0.293
5893.6,10346.6,0.322
5893.8,10346.8,0.336
5894,10347,0.351
5894.2,10347.2,0.365
5894.4,10347.4,0.394
5894.6,10347.6,0.404
5894.8,10347.8,0.414
5895,10348,0.423
5895.2,10348.2,0.447
5895.4,10348.4,0.462
5895.6,10348.6,0.466
5895.8,10348.8,0.481
5896,10349,0.5
5896.2,10349.2,0.51
5896.4,10349.4,0.534
5896.6,10349.6,0.544
5896.8,10349.8,0.563
5897,10350,0.577
5897.2,10350.2,0.597
5897.4,10350.4,0.621
5897.6,10350.6,0.64
5897.8,10350.8,0.669
5898,10351,0.693
5898.2,10351.2,0.722
5898.4,10351.4,0.76
5898.6,10351.6,0.789
5898.8,10351.8,0.814
5899,10352,0.847
5899.2,10352.2,0.881
5899.4,10352.4,0.92
5899.6,10352.6,0.949
5899.8,10352.8,0.982
5900,10353,1.026
5900.2,10353.2,1.064
5900.4,10353.4,1.098
5900.6,10353.6,1.147
5900.8,10353.8,1.195
5901,10354,1.262
5901.2,10354.2,1.315
5901.4,10354.4,1.359
5901.6,10354.6,1.412
5901.8,10354.8,1.455
5902,10355,1.494
5902.2,10355.2,1.527
5902.4,10355.4,1.556
5902.6,10355.6,1.561
5902.8,10355.8,1.6
5903,10356,1.624
5903.2,10356.2,1.643
5903.4,10356.4,1.672
5903.6,10356.6,1.682
5903.8,10356.8,1.677
5904,10357,1.701
5904.2,10357.2,1.716
5904.4,10357.4,1.745
5904.6,10357.6,1.74
5904.8,10357.8,1.764
5905,10358,1.773
5905.2,10358.2,1.74
5905.4,10358.4,1.783
5905.6,10358.6,1.672
5905.8,10358.8,1.745
5906,10359,1.73
5906.2,10359.2,1.706
5906.4,10359.4,1.687
5906.6,10359.6,1.663
5906.8,10359.8,1.648
5907,10360,1.624
5907.2,10360.2,1.585
5907.4,10360.4,1.561
5907.6,10360.6,1.527
5907.8,10360.8,1.484
5908,10361,1.451
5908.2,10361.2,1.417
5908.4,10361.4,1.373
5908.6,10361.6,1.335
5908.8,10361.8,1.291
5909,10362,1.238
5909.2,10362.2,1.185
5909.4,10362.4,1.132
5909.6,10362.6,1.064
5909.8,10362.8,0.987
5910,10363,0.925
5910.2,10363.2,0.847
5910.4,10363.4,0.746
5910.6,10363.6,0.65
5910.8,10363.8,0.544
5911,10364,0.409
5911.2,10364.2,0.259
5911.4,10364.4,0.225
5911.6,10364.6,0.216
5911.8,10364.8,0.22
5912,10365,0.216
5912.2,10365.2,0.216
5912.4,10365.4,0.225
5912.6,10365.6,0.225
5912.8,10365.8,0.23
5913,10366,0.225
5913.2,10366.2,0.225
5913.4,10366.4,0.225
5913.6,10366.6,0.225
5913.8,10366.8,0.22
5914,10367,0.216
5914.2,10367.2,0.216
5914.4,10367.4,0.211
5914.6,10367.6,0.211
5914.8,10367.8,0.211
5915,10368,0.201
5915.2,10368.2,0.196
5915.4,10368.4,0.196
5915.6,10368.6,0.192
5915.8,10368.8,0.187
5916,10369,0.177
5916.2,10369.2,0.167
5916.4,10369.4,0.163
5916.6,10369.6,0.148
5916.8,10369.8,0.143
5917,10370,0.139
5917.2,10370.2,0.124
5917.4,10370.4,0.114
5917.6,10370.6,0.1
5917.8,10370.8,0.095
5918,10371,0.081
5918.2,10371.2,0.071
5918.4,10371.4,0.056
5918.6,10371.6,0.047
5918.8,10371.8,0.042
5919,10372,0.023
5919.2,10372.2,0.018
5919.4,10372.4,0.008
5919.6,10372.6,-0.002
5919.8,10372.8,-0.016
5920,10373,-0.035
5920.2,10373.2,-0.04
5920.4,10373.4,-0.04
5920.6,10373.6,-0.064
5920.8,10373.8,-0.074
5921,10374,-0.093
5921.2,10374.2,-0.069
5921.4,10374.4,-0.103
5921.6,10374.6,-0.112
5921.8,10374.8,-0.122
5922,10375,-0.136
5922.2,10375.2,-0.146
5922.4,10375.4,-0.156
5922.6,10375.6,-0.175
5922.8,10375.8,-0.214
5923,10376,-0.247
5923.2,10376.2,-0.262
5923.4,10376.4,-0.281
5923.6,10376.6,-0.267
5923.8,10376.8,-0.276
5924,10377,-0.301
5924.2,10377.2,-0.305
5924.4,10377.4,-0.296
5924.6,10377.6,-0.305
5924.8,10377.8,-0.291
5925,10378,-0.315
5925.2,10378.2,-0.32
5925.4,10378.4,-0.349
5925.6,10378.6,-0.353
5925.8,10378.8,-0.368
5926,10379,-0.353
5926.2,10379.2,-0.382
5926.4,10379.4,-0.373
5926.6,10379.6,-0.378
5926.8,10379.8,-0.397
5927,10380,-0.411
5927.2,10380.2,-0.406
5927.4,10380.4,-0.416
5927.6,10380.6,-0.445
5927.8,10380.8,-0.45
5928,10381,-0.445
5928.2,10381.2,-0.464
5928.4,10381.4,-0.46
5928.6,10381.6,-0.469
5928.8,10381.8,-0.479
5929,10382,-0.484
5929.2,10382.2,-0.498
5929.4,10382.4,-0.522
5929.6,10382.6,-0.522
5929.8,10382.8,-0.522
5930,10383,-0.542
5930.2,10383.2,-0.542
5930.4,10383.4,-0.537
5930.6,10383.6,-0.566
5930.8,10383.8,-0.58
5931,10384,-0.595
5931.2,10384.2,-0.614
5931.4,10384.4,-0.614
5931.6,10384.6,-0.623
5931.8,10384.8,-0.657
5932,10385,-0.672
5932.2,10385.2,-0.686
5932.4,10385.4,-0.71
5932.6,10385.6,-0.696
5932.8,10385.8,-0.691
5933,10386,-0.749
5933.2,10386.2,-0.735
5933.4,10386.4,-0.768
5933.6,10386.6,-0.783
5933.8,10386.8,-0.773
5934,10387,-0.802
5934.2,10387.2,-0.821
5934.4,10387.4,-0.826
5934.6,10387.6,-0.831
5934.8,10387.8,-0.87
5935,10388,-0.865
5935.2,10388.2,-0.874
5935.4,10388.4,-0.889
5935.6,10388.6,-0.874
5935.8,10388.8,-0.908
5936,10389,-0.908
5936.2,10389.2,-0.894
5936.4,10389.4,-0.923
5936.6,10389.6,-0.932
5936.8,10389.8,-0.947
5937,10390,-0.971
5937.2,10390.2,-0.976
5937.4,10390.4,-0.985
5937.6,10390.6,-1.005
5937.8,10390.8,-1.01
5938,10391,-1
5938.2,10391.2,-0.995
5938.4,10391.4,-1.014
5938.6,10391.6,-1.039
5938.8,10391.8,-1.058
5939,10392,-1.039
5939.2,10392.2,-1.063
5939.4,10392.4,-1.096
5939.6,10392.6,-1.087
5939.8,10392.8,-1.106
5940,10393,-1.116
5940.2,10393.2,-1.125
5940.4,10393.4,-1.14
5940.6,10393.6,-1.159
5940.8,10393.8,-1.169
5941,10394,-1.173
5941.2,10394.2,-1.193
5941.4,10394.4,-1.202
5941.6,10394.6,-1.217
5941.8,10394.8,-1.241
5942,10395,-1.26
5942.2,10395.2,-1.255
5942.4,10395.4,-1.26
5942.6,10395.6,-1.255
5942.8,10395.8,-1.27
5943,10396,-1.275
5943.2,10396.2,-1.28
5943.4,10396.4,-1.289
5943.6,10396.6,-1.284
5943.8,10396.8,-1.304
5944,10397,-1.304
5944.2,10397.2,-1.313
5944.4,10397.4,-1.328
5944.6,10397.6,-1.323
5944.8,10397.8,-1.323
5945,10398,-1.347
5945.2,10398.2,-1.333
5945.4,10398.4,-1.342
5945.6,10398.6,-1.347
5945.8,10398.8,-1.366
5946,10399,-1.352
5946.2,10399.2,-1.381
5946.4,10399.4,-1.395
5946.6,10399.6,-1.386
5946.8,10399.8,-1.41
5947,10400,-1.39
5947.2,10400.2,-1.357
5947.4,10400.4,-1.386
5947.6,10400.6,-1.386
5947.8,10400.8,-1.381
5948,10401,-1.39
5948.2,10401.2,-1.395
5948.4,10401.4,-1.381
5948.6,10401.6,-1.39
5948.8,10401.8,-1.371
5949,10402,-1.381
5949.2,10402.2,-1.386
5949.4,10402.4,-1.371
5949.6,10402.6,-1.366
5949.8,10402.8,-1.362
5950,10403,-1.333
5950.2,10403.2,-1.347
5950.4,10403.4,-1.342
5950.6,10403.6,-1.328
5950.8,10403.8,-1.323
5951,10404,-1.304
5951.2,10404.2,-1.313
5951.4,10404.4,-1.309
5951.6,10404.6,-1.289
5951.8,10404.8,-1.275
5952,10405,-1.251
5952.2,10405.2,-1.246
5952.4,10405.4,-1.251
5952.6,10405.6,-1.227
5952.8,10405.8,-1.212
5953,10406,-1.164
5953.2,10406.2,-1.135
5953.4,10406.4,-1.116
5953.6,10406.6,-1.096
5953.8,10406.8,-1.077
5954,10407,-1.034
5954.2,10407.2,-1.048
5954.4,10407.4,-0.976
5954.6,10407.6,-0.932
5954.8,10407.8,-0.942
5955,10408,-0.908
5955.2,10408.2,-0.908
5955.4,10408.4,-0.932
5955.6,10408.6,-0.913
5955.8,10408.8,-0.908
5956,10409,-0.927
5956.2,10409.2,-0.923
5956.4,10409.4,-0.927
5956.6,10409.6,-0.923
5956.8,10409.8,-0.932
5957,10410,-0.923
5957.2,10410.2,-0.927
5957.4,10410.4,-0.923
5957.6,10410.6,-0.923
5957.8,10410.8,-0.923
5958,10411,-0.923
5958.2,10411.2,-0.923
5958.4,10411.4,-0.918
5958.6,10411.6,-0.918
5958.8,10411.8,-0.918
5959,10412,-0.918
5959.2,10412.2,-0.918
5959.4,10412.4,-0.918
5959.6,10412.6,-0.923
5959.8,10412.8,-0.918
5960,10413,-0.913
5960.2,10413.2,-0.913
5960.4,10413.4,-0.918
5960.6,10413.6,-0.918
5960.8,10413.8,-0.913
5961,10414,-0.918
5961.2,10414.2,-0.913
5961.4,10414.4,-0.908
5961.6,10414.6,-0.908
5961.8,10414.8,-0.908
5962,10415,-0.908
5962.2,10415.2,-0.908
5962.4,10415.4,-0.908
5962.6,10415.6,-0.903
5962.8,10415.8,-0.903
5963,10416,-0.903
5963.2,10416.2,-0.903
5963.4,10416.4,-0.903
5963.6,10416.6,-0.898
5963.8,10416.8,-0.898
5964,10417,-0.898
5964.2,10417.2,-0.898
5964.4,10417.4,-0.894
5964.6,10417.6,-0.894
5964.8,10417.8,-0.894
5965,10418,-0.894
5965.2,10418.2,-0.894
5965.4,10418.4,-0.894
5965.6,10418.6,-0.894
5965.8,10418.8,-0.894
5966,10419,-0.894
5966.2,10419.2,-0.894
5966.4,10419.4,-0.898
5966.6,10419.6,-0.889
5966.8,10419.8,-0.879
5967,10420,-0.884
5967.2,10420.2,-0.879
5967.4,10420.4,-0.874
5967.6,10420.6,-0.879
5967.8,10420.8,-0.874
5968,10421,-0.879
5968.2,10421.2,-0.879
5968.4,10421.4,-0.879
5968.6,10421.6,-0.874
5968.8,10421.8,-0.879
5969,10422,-0.884
5969.2,10422.2,-0.879
5969.4,10422.4,-0.879
5969.6,10422.6,-0.879
5969.8,10422.8,-0.879
5970,10423,-0.879
5970.2,10423.2,-0.879
5970.4,10423.4,-0.879
5970.6,10423.6,-0.879
5970.8,10423.8,-0.884
5971,10424,-0.879
5971.2,10424.2,-0.879
5971.4,10424.4,-0.879
5971.6,10424.6,-0.879
5971.8,10424.8,-0.884
5972,10425,-0.879
5972.2,10425.2,-0.884
5972.4,10425.4,-0.879
5972.6,10425.6,-0.879
5972.8,10425.8,-0.884
5973,10426,-0.879
5973.2,10426.2,-0.884
5973.4,10426.4,-0.879
5973.6,10426.6,-0.884
5973.8,10426.8,-0.879
5974,10427,-0.884
5974.2,10427.2,-0.884
5974.4,10427.4,-0.884
5974.6,10427.6,-0.884
5974.8,10427.8,-0.884
5975,10428,-0.884
5975.2,10428.2,-0.879
5975.4,10428.4,-0.884
5975.6,10428.6,-0.884
5975.8,10428.8,-0.884
5976,10429,-0.884
5976.2,10429.2,-0.884
5976.4,10429.4,-0.884
5976.6,10429.6,-0.884
5976.8,10429.8,-0.884
5977,10430,-0.884
5977.2,10430.2,-0.884
5977.4,10430.4,-0.884
5977.6,10430.6,-0.884
5977.8,10430.8,-0.884
5978,10431,-0.879
5978.2,10431.2,-0.879
5978.4,10431.4,-0.884
5978.6,10431.6,-0.884
5978.8,10431.8,-0.879
5979,10432,-0.884
5979.2,10432.2,-0.884
5979.4,10432.4,-0.879
5979.6,10432.6,-0.879
5979.8,10432.8,-0.884
5980,10433,-0.879
5980.2,10433.2,-0.884
5980.4,10433.4,-0.874
5980.6,10433.6,-0.879
5980.8,10433.8,-0.879
5981,10434,-0.879
5981.2,10434.2,-0.879
5981.4,10434.4,-0.884
5981.6,10434.6,-0.879
5981.8,10434.8,-0.879
5982,10435,-0.874
5982.2,10435.2,-0.879
5982.4,10435.4,-0.879
5982.6,10435.6,-0.879
5982.8,10435.8,-0.879
5983,10436,-0.879
5983.2,10436.2,-0.879
5983.4,10436.4,-0.874
5983.6,10436.6,-0.879
5983.8,10436.8,-0.879
5984,10437,-0.879
5984.2,10437.2,-0.879
5984.4,10437.4,-0.879
5984.6,10437.6,-0.87
5984.8,10437.8,-0.874
5985,10438,-0.874
5985.2,10438.2,-0.87
5985.4,10438.4,-0.879
5985.6,10438.6,-0.874
5985.8,10438.8,-0.874
5986,10439,-0.87
5986.2,10439.2,-0.874
5986.4,10439.4,-0.87
5986.6,10439.6,-0.87
5986.8,10439.8,-0.87
5987,10440,-0.87
5987.2,10440.2,-0.865
5987.4,10440.4,-0.87
5987.6,10440.6,-0.865
5987.8,10440.8,-0.865
5988,10441,-0.865
5988.2,10441.2,-0.865
5988.4,10441.4,-0.865
5988.6,10441.6,-0.865
5988.8,10441.8,-0.865
5989,10442,-0.865
5989.2,10442.2,-0.865
5989.4,10442.4,-0.865
5989.6,10442.6,-0.865
5989.8,10442.8,-0.855
5990,10443,-0.865
5990.2,10443.2,-0.865
5990.4,10443.4,-0.865
5990.6,10443.6,-0.865
5990.8,10443.8,-0.86
5991,10444,-0.865
5991.2,10444.2,-0.865
5991.4,10444.4,-0.865
5991.6,10444.6,-0.86
5991.8,10444.8,-0.865
5992,10445,-0.86
5992.2,10445.2,-0.865
5992.4,10445.4,-0.865
5992.6,10445.6,-0.865
5992.8,10445.8,-0.865
5993,10446,-0.845
5993.2,10446.2,-0.86
5993.4,10446.4,-0.874
5993.6,10446.6,-0.87
5993.8,10446.8,-0.87
5994,10447,-0.865
5994.2,10447.2,-0.86
5994.4,10447.4,-0.86
5994.6,10447.6,-0.845
5994.8,10447.8,-0.86
5995,10448,-0.841
5995.2,10448.2,-0.845
5995.4,10448.4,-0.845
5995.6,10448.6,-0.845
5995.8,10448.8,-0.845
5996,10449,-0.845
5996.2,10449.2,-0.845
5996.4,10449.4,-0.845
5996.6,10449.6,-0.845
5996.8,10449.8,-0.845
5997,10450,-0.845
5997.2,10450.2,-0.845
5997.4,10450.4,-0.841
5997.6,10450.6,-0.845
5997.8,10450.8,-0.845
5998,10451,-0.841
5998.2,10451.2,-0.845
5998.4,10451.4,-0.841
5998.6,10451.6,-0.841
5998.8,10451.8,-0.845
5999,10452,-0.841
5999.2,10452.2,-0.841
5999.4,10452.4,-0.836
5999.6,10452.6,-0.836
5999.8,10452.8,-0.836
6000,10453,-0.836
6000.2,10453.2,-0.831
6000.4,10453.4,-0.831
6000.6,10453.6,-0.826
6000.8,10453.8,-0.831
6001,10454,-0.826
6001.2,10454.2,-0.831
6001.4,10454.4,-0.826
6001.6,10454.6,-0.826
6001.8,10454.8,-0.826
6002,10455,-0.821
6002.2,10455.2,-0.821
6002.4,10455.4,-0.817
6002.6,10455.6,-0.821
6002.8,10455.8,-0.821
6003,10456,-0.817
6003.2,10456.2,-0.826
6003.4,10456.4,-0.821
6003.6,10456.6,-0.817
6003.8,10456.8,-0.817
6004,10457,-0.817
6004.2,10457.2,-0.817
6004.4,10457.4,-0.817
6004.6,10457.6,-0.817
6004.8,10457.8,-0.812
6005,10458,-0.817
6005.2,10458.2,-0.812
6005.4,10458.4,-0.812
6005.6,10458.6,-0.807
6005.8,10458.8,-0.812
6006,10459,-0.807
6006.2,10459.2,-0.812
6006.4,10459.4,-0.812
6006.6,10459.6,-0.807
6006.8,10459.8,-0.807
6007,10460,-0.807
6007.2,10460.2,-0.807
6007.4,10460.4,-0.807
6007.6,10460.6,-0.807
6007.8,10460.8,-0.802
6008,10461,-0.802
6008.2,10461.2,-0.797
6008.4,10461.4,-0.797
6008.6,10461.6,-0.793
6008.8,10461.8,-0.788
6009,10462,-0.778
6009.2,10462.2,-0.783
6009.4,10462.4,-0.778
6009.6,10462.6,-0.778
6009.8,10462.8,-0.768
6010,10463,-0.768
6010.2,10463.2,-0.764
6010.4,10463.4,-0.754
6010.6,10463.6,-0.749
6010.8,10463.8,-0.744
6011,10464,-0.739
6011.2,10464.2,-0.735
6011.4,10464.4,-0.73
6011.6,10464.6,-0.72
6011.8,10464.8,-0.72
6012,10465,-0.71
6012.2,10465.2,-0.71
6012.4,10465.4,-0.701
6012.6,10465.6,-0.701
6012.8,10465.8,-0.696
6013,10466,-0.691
6013.2,10466.2,-0.691
6013.4,10466.4,-0.686
6013.6,10466.6,-0.681
6013.8,10466.8,-0.681
6014,10467,-0.677
6014.2,10467.2,-0.677
6014.4,10467.4,-0.672
6014.6,10467.6,-0.672
6014.8,10467.8,-0.672
6015,10468,-0.672
6015.2,10468.2,-0.667
6015.4,10468.4,-0.662
6015.6,10468.6,-0.662
6015.8,10468.8,-0.662
6016,10469,-0.667
6016.2,10469.2,-0.667
6016.4,10469.4,-0.672
6016.6,10469.6,-0.667
6016.8,10469.8,-0.677
6017,10470,-0.672
6017.2,10470.2,-0.677
6017.4,10470.4,-0.677
6017.6,10470.6,-0.677
6017.8,10470.8,-0.677
6018,10471,-0.681
6018.2,10471.2,-0.691
6018.4,10471.4,-0.696
6018.6,10471.6,-0.696
6018.8,10471.8,-0.696
6019,10472,-0.701
6019.2,10472.2,-0.706
6019.4,10472.4,-0.715
6019.6,10472.6,-0.715
6019.8,10472.8,-0.725
6020,10473,-0.73
6020.2,10473.2,-0.73
6020.4,10473.4,-0.735
6020.6,10473.6,-0.744
6020.8,10473.8,-0.749
6021,10474,-0.754
6021.2,10474.2,-0.759
6021.4,10474.4,-0.764
6021.6,10474.6,-0.768
6021.8,10474.8,-0.768
6022,10475,-0.773
6022.2,10475.2,-0.778
6022.4,10475.4,-0.783
6022.6,10475.6,-0.788
6022.8,10475.8,-0.788
6023,10476,-0.788
6023.2,10476.2,-0.793
6023.4,10476.4,-0.797
6023.6,10476.6,-0.797
6023.8,10476.8,-0.802
6024,10477,-0.802
6024.2,10477.2,-0.807
6024.4,10477.4,-0.802
6024.6,10477.6,-0.802
6024.8,10477.8,-0.802
6025,10478,-0.807
6025.2,10478.2,-0.802
6025.4,10478.4,-0.797
6025.6,10478.6,-0.797
6025.8,10478.8,-0.793
6026,10479,-0.793
6026.2,10479.2,-0.797
6026.4,10479.4,-0.793
6026.6,10479.6,-0.802
6026.8,10479.8,-0.807
6027,10480,-0.812
6027.2,10480.2,-0.817
6027.4,10480.4,-0.817
6027.6,10480.6,-0.821
6027.8,10480.8,-0.831
6028,10481,-0.836
6028.2,10481.2,-0.836
6028.4,10481.4,-0.841
6028.6,10481.6,-0.841
6028.8,10481.8,-0.836
6029,10482,-0.836
6029.2,10482.2,-0.841
6029.4,10482.4,-0.836
6029.6,10482.6,-0.836
6029.8,10482.8,-0.841
6030,10483,-0.841
6030.2,10483.2,-0.836
6030.4,10483.4,-0.831
6030.6,10483.6,-0.831
6030.8,10483.8,-0.831
6031,10484,-0.826
6031.2,10484.2,-0.826
6031.4,10484.4,-0.831
6031.6,10484.6,-0.826
6031.8,10484.8,-0.826
6032,10485,-0.821
6032.2,10485.2,-0.826
6032.4,10485.4,-0.826
6032.6,10485.6,-0.821
6032.8,10485.8,-0.826
6033,10486,-0.826
6033.2,10486.2,-0.826
6033.4,10486.4,-0.826
6033.6,10486.6,-0.821
6033.8,10486.8,-0.826
6034,10487,-0.831
6034.2,10487.2,-0.831
6034.4,10487.4,-0.836
6034.6,10487.6,-0.841
6034.8,10487.8,-0.841
6035,10488,-0.841
6035.2,10488.2,-0.845
6035.4,10488.4,-0.845
6035.6,10488.6,-0.86
6035.8,10488.8,-0.86
6036,10489,-0.865
6036.2,10489.2,-0.865
6036.4,10489.4,-0.865
6036.6,10489.6,-0.865
6036.8,10489.8,-0.845
6037,10490,-0.87
6037.2,10490.2,-0.831
6037.4,10490.4,-0.874
6037.6,10490.6,-1
6037.8,10490.8,-1.039
6038,10491,-1.077
6038.2,10491.2,-1.116
6038.4,10491.4,-1.178
6038.6,10491.6,-1.183
6038.8,10491.8,-1.241
6039,10492,-1.241
6039.2,10492.2,-1.251
6039.4,10492.4,-1.313
6039.6,10492.6,-1.318
6039.8,10492.8,-1.309
6040,10493,-1.309
6040.2,10493.2,-1.313
6040.4,10493.4,-1.318
6040.6,10493.6,-1.294
6040.8,10493.8,-1.309
6041,10494,-1.284
6041.2,10494.2,-1.27
6041.4,10494.4,-1.251
6041.6,10494.6,-1.231
6041.8,10494.8,-1.193
6042,10495,-1.154
6042.2,10495.2,-1.12
6042.4,10495.4,-1.039
6042.6,10495.6,-0.995
6042.8,10495.8,-0.918
6043,10496,-0.855
6043.2,10496.2,-0.807
6043.4,10496.4,-0.773
6043.6,10496.6,-0.701
6043.8,10496.8,-0.672
6044,10497,-0.614
6044.2,10497.2,-0.599
6044.4,10497.4,-0.547
6044.6,10497.6,-0.532
6044.8,10497.8,-0.503
6045,10498,-0.469
6045.2,10498.2,-0.445
6045.4,10498.4,-0.445
6045.6,10498.6,-0.431
6045.8,10498.8,-0.416
6046,10499,-0.416
6046.2,10499.2,-0.378
6046.4,10499.4,-0.368
6046.6,10499.6,-0.368
6046.8,10499.8,-0.358
6047,10500,-0.339
6047.2,10500.2,-0.334
6047.4,10500.4,-0.301
6047.6,10500.6,-0.305
6047.8,10500.8,-0.315
6048,10501,-0.301
6048.2,10501.2,-0.281
6048.4,10501.4,-0.272
6048.6,10501.6,-0.267
6048.8,10501.8,-0.238
6049,10502,-0.194
6049.2,10502.2,-0.161
6049.4,10502.4,-0.146
6049.6,10502.6,-0.136
6049.8,10502.8,-0.132
6050,10503,-0.098
6050.2,10503.2,-0.107
6050.4,10503.4,-0.093
6050.6,10503.6,-0.069
6050.8,10503.8,-0.059
6051,10504,-0.055
6051.2,10504.2,-0.035
6051.4,10504.4,-0.021
6051.6,10504.6,-0.011
6051.8,10504.8,0.013
6052,10505,0.018
6052.2,10505.2,0.032
6052.4,10505.4,0.047
6052.6,10505.6,0.061
6052.8,10505.8,0.085
6053,10506,0.105
6053.2,10506.2,0.119
6053.4,10506.4,0.119
6053.6,10506.6,0.134
6053.8,10506.8,0.148
6054,10507,0.153
6054.2,10507.2,0.167
6054.4,10507.4,0.172
6054.6,10507.6,0.172
6054.8,10507.8,0.182
6055,10508,0.187
6055.2,10508.2,0.192
6055.4,10508.4,0.196
6055.6,10508.6,0.196
6055.8,10508.8,0.201
6056,10509,0.206
6056.2,10509.2,0.211
6056.4,10509.4,0.211
6056.6,10509.6,0.206
6056.8,10509.8,0.206
6057,10510,0.211
6057.2,10510.2,0.211
6057.4,10510.4,0.211
6057.6,10510.6,0.206
6057.8,10510.8,0.206
6058,10511,0.201
6058.2,10511.2,0.206
6058.4,10511.4,0.211
6058.6,10511.6,0.216
6058.8,10511.8,0.322
6059,10512,0.481
6059.2,10512.2,0.611
6059.4,10512.4,0.717
6059.6,10512.6,0.804
6059.8,10512.8,0.891
6060,10513,0.968
6060.2,10513.2,1.04
6060.4,10513.4,1.093
6060.6,10513.6,1.151
6060.8,10513.8,1.195
6061,10514,1.233
6061.2,10514.2,1.281
6061.4,10514.4,1.315
6061.6,10514.6,1.349
6061.8,10514.8,1.378
6062,10515,1.412
6062.2,10515.2,1.451
6062.4,10515.4,1.475
6062.6,10515.6,1.503
6062.8,10515.8,1.532
6063,10516,1.561
6063.2,10516.2,1.585
6063.4,10516.4,1.605
6063.6,10516.6,1.624
6063.8,10516.8,1.638
6064,10517,1.653
6064.2,10517.2,1.667
6064.4,10517.4,1.614
6064.6,10517.6,1.667
6064.8,10517.8,1.672
6065,10518,1.687
6065.2,10518.2,1.672
6065.4,10518.4,1.658
6065.6,10518.6,1.667
6065.8,10518.8,1.658
6066,10519,1.634
6066.2,10519.2,1.609
6066.4,10519.4,1.605
6066.6,10519.6,1.595
6066.8,10519.8,1.59
6067,10520,1.581
6067.2,10520.2,1.566
6067.4,10520.4,1.552
6067.6,10520.6,1.527
6067.8,10520.8,1.499
6068,10521,1.499
6068.2,10521.2,1.489
6068.4,10521.4,1.46
6068.6,10521.6,1.451
6068.8,10521.8,1.426
6069,10522,1.393
6069.2,10522.2,1.359
6069.4,10522.4,1.325
6069.6,10522.6,1.277
6069.8,10522.8,1.248
6070,10523,1.195
6070.2,10523.2,1.151
6070.4,10523.4,1.122
6070.6,10523.6,1.084
6070.8,10523.8,1.05
6071,10524,1.016
6071.2,10524.2,0.992
6071.4,10524.4,0.958
6071.6,10524.6,0.939
6071.8,10524.8,0.92
6072,10525,0.891
6072.2,10525.2,0.881
6072.4,10525.4,0.852
6072.6,10525.6,0.852
6072.8,10525.8,0.823
6073,10526,0.794
6073.2,10526.2,0.785
6073.4,10526.4,0.77
6073.6,10526.6,0.77
6073.8,10526.8,0.751
6074,10527,0.746
6074.2,10527.2,0.727
6074.4,10527.4,0.717
6074.6,10527.6,0.703
6074.8,10527.8,0.693
6075,10528,0.679
6075.2,10528.2,0.669
6075.4,10528.4,0.655
6075.6,10528.6,0.65
6075.8,10528.8,0.645
6076,10529,0.64
6076.2,10529.2,0.621
6076.4,10529.4,0.626
6076.6,10529.6,0.616
6076.8,10529.8,0.606
6077,10530,0.606
6077.2,10530.2,0.602
6077.4,10530.4,0.602
6077.6,10530.6,0.602
6077.8,10530.8,0.582
6078,10531,0.582
6078.2,10531.2,0.592
6078.4,10531.4,0.587
6078.6,10531.6,0.573
6078.8,10531.8,0.577
6079,10532,0.577
6079.2,10532.2,0.577
6079.4,10532.4,0.573
6079.6,10532.6,0.563
6079.8,10532.8,0.573
6080,10533,0.573
6080.2,10533.2,0.573
6080.4,10533.4,0.568
6080.6,10533.6,0.573
6080.8,10533.8,0.558
6081,10534,0.573
6081.2,10534.2,0.568
6081.4,10534.4,0.563
6081.6,10534.6,0.573
6081.8,10534.8,0.573
6082,10535,0.573
6082.2,10535.2,0.577
6082.4,10535.4,0.568
6082.6,10535.6,0.573
6082.8,10535.8,0.582
6083,10536,0.573
6083.2,10536.2,0.577
6083.4,10536.4,0.582
6083.6,10536.6,0.587
6083.8,10536.8,0.587
6084,10537,0.587
6084.2,10537.2,0.592
6084.4,10537.4,0.606
6084.6,10537.6,0.602
6084.8,10537.8,0.606
6085,10538,0.602
6085.2,10538.2,0.597
6085.4,10538.4,0.592
6085.6,10538.6,0.597
6085.8,10538.8,0.597
6086,10539,0.587
6086.2,10539.2,0.592
6086.4,10539.4,0.592
6086.6,10539.6,0.587
6086.8,10539.8,0.587
6087,10540,0.592
6087.2,10540.2,0.597
6087.4,10540.4,0.587
6087.6,10540.6,0.587
6087.8,10540.8,0.592
6088,10541,0.582
6088.2,10541.2,0.597
6088.4,10541.4,0.587
6088.6,10541.6,0.587
6088.8,10541.8,0.587
6089,10542,0.582
6089.2,10542.2,0.587
6089.4,10542.4,0.577
6089.6,10542.6,0.577
6089.8,10542.8,0.582
