Time,,Potential
13466.6,17919.6,-0.464
13466.8,17919.8,-0.489
13467,17920,-0.547
13467.2,17920.2,-0.59
13467.4,17920.4,-0.638
13467.6,17920.6,-0.71
13467.8,17920.8,-0.773
13468,17921,-0.845
13468.2,17921.2,-0.947
13468.4,17921.4,-1.019
13468.6,17921.6,-1.111
13468.8,17921.8,-1.164
13469,17922,-1.222
13469.2,17922.2,-1.251
13469.4,17922.4,-1.246
13469.6,17922.6,-1.231
13469.8,17922.8,-1.231
13470,17923,-1.207
13470.2,17923.2,-1.14
13470.4,17923.4,-1.111
13470.6,17923.6,-0.995
13470.8,17923.8,-0.942
13471,17924,-0.942
13471.2,17924.2,-0.942
13471.4,17924.4,-0.966
13471.6,17924.6,-0.952
13471.8,17924.8,-0.947
13472,17925,-0.942
13472.2,17925.2,-0.942
13472.4,17925.4,-0.942
13472.6,17925.6,-0.937
13472.8,17925.8,-0.932
13473,17926,-0.927
13473.2,17926.2,-0.923
13473.4,17926.4,-0.923
13473.6,17926.6,-0.923
13473.8,17926.8,-0.923
13474,17927,-0.913
13474.2,17927.2,-0.913
13474.4,17927.4,-0.913
13474.6,17927.6,-0.923
13474.8,17927.8,-0.918
13475,17928,-0.918
13475.2,17928.2,-0.913
13475.4,17928.4,-0.908
13475.6,17928.6,-0.903
13475.8,17928.8,-0.898
13476,17929,-0.889
13476.2,17929.2,-0.874
13476.4,17929.4,-0.865
13476.6,17929.6,-0.841
13476.8,17929.8,-0.826
13477,17930,-0.812
13477.2,17930.2,-0.788
13477.4,17930.4,-0.754
13477.6,17930.6,-0.71
13477.8,17930.8,-0.672
13478,17931,-0.633
13478.2,17931.2,-0.58
13478.4,17931.4,-0.532
13478.6,17931.6,-0.464
13478.8,17931.8,-0.406
13479,17932,-0.339
13479.2,17932.2,-0.272
13479.4,17932.4,-0.17
13479.6,17932.6,-0.079
13479.8,17932.8,0.023
13480,17933,0.114
13480.2,17933.2,0.225
13480.4,17933.4,0.273
13480.6,17933.6,0.317
13480.8,17933.8,0.351
13481,17934,0.389
13481.2,17934.2,0.428
13481.4,17934.4,0.462
13481.6,17934.6,0.505
13481.8,17934.8,0.544
13482,17935,0.592
13482.2,17935.2,0.64
13482.4,17935.4,0.698
13482.6,17935.6,0.756
13482.8,17935.8,0.809
13483,17936,0.886
13483.2,17936.2,0.934
13483.4,17936.4,1.007
13483.6,17936.6,1.098
13483.8,17936.8,1.229
13484,17937,1.315
13484.2,17937.2,1.397
13484.4,17937.4,1.47
13484.6,17937.6,1.503
13484.8,17937.8,1.547
13485,17938,1.59
13485.2,17938.2,1.605
13485.4,17938.4,1.614
13485.6,17938.6,1.663
13485.8,17938.8,1.576
13486,17939,1.629
13486.2,17939.2,1.658
13486.4,17939.4,1.634
13486.6,17939.6,1.609
13486.8,17939.8,1.571
13487,17940,1.527
13487.2,17940.2,1.47
13487.4,17940.4,1.422
13487.6,17940.6,1.359
13487.8,17940.8,1.301
13488,17941,1.229
13488.2,17941.2,1.142
13488.4,17941.4,1.035
13488.6,17941.6,0.905
13488.8,17941.8,0.756
13489,17942,0.553
13489.2,17942.2,0.269
13489.4,17942.4,0.244
13489.6,17942.6,0.24
13489.8,17942.8,0.244
13490,17943,0.244
13490.2,17943.2,0.24
13490.4,17943.4,0.24
13490.6,17943.6,0.235
13490.8,17943.8,0.23
13491,17944,0.225
13491.2,17944.2,0.216
13491.4,17944.4,0.211
13491.6,17944.6,0.192
13491.8,17944.8,0.172
13492,17945,0.158
13492.2,17945.2,0.139
13492.4,17945.4,0.11
13492.6,17945.6,0.085
13492.8,17945.8,0.061
13493,17946,0.037
13493.2,17946.2,0.018
13493.4,17946.4,-0.006
13493.6,17946.6,-0.04
13493.8,17946.8,-0.035
13494,17947,-0.079
13494.2,17947.2,-0.093
13494.4,17947.4,-0.117
13494.6,17947.6,-0.146
13494.8,17947.8,-0.19
13495,17948,-0.223
13495.2,17948.2,-0.247
13495.4,17948.4,-0.267
13495.6,17948.6,-0.276
13495.8,17948.8,-0.281
13496,17949,-0.305
13496.2,17949.2,-0.32
13496.4,17949.4,-0.344
13496.6,17949.6,-0.373
13496.8,17949.8,-0.392
13497,17950,-0.426
13497.2,17950.2,-0.445
13497.4,17950.4,-0.493
13497.6,17950.6,-0.551
13497.8,17950.8,-0.595
13498,17951,-0.657
13498.2,17951.2,-0.73
13498.4,17951.4,-0.831
13498.6,17951.6,-0.923
13498.8,17951.8,-0.99
13499,17952,-1.092
13499.2,17952.2,-1.14
13499.4,17952.4,-1.202
13499.6,17952.6,-1.231
13499.8,17952.8,-1.246
13500,17953,-1.231
13500.2,17953.2,-1.236
13500.4,17953.4,-1.236
13500.6,17953.6,-1.198
13500.8,17953.8,-1.149
13501,17954,-1.077
13501.2,17954.2,-0.995
13501.4,17954.4,-0.942
13501.6,17954.6,-0.947
13501.8,17954.8,-0.952
13502,17955,-0.923
13502.2,17955.2,-0.952
13502.4,17955.4,-0.956
13502.6,17955.6,-0.956
13502.8,17955.8,-0.956
13503,17956,-0.942
13503.2,17956.2,-0.942
13503.4,17956.4,-0.942
13503.6,17956.6,-0.942
13503.8,17956.8,-0.932
13504,17957,-0.932
13504.2,17957.2,-0.923
13504.4,17957.4,-0.923
13504.6,17957.6,-0.923
13504.8,17957.8,-0.918
13505,17958,-0.918
13505.2,17958.2,-0.918
13505.4,17958.4,-0.918
13505.6,17958.6,-0.918
13505.8,17958.8,-0.913
13506,17959,-0.923
13506.2,17959.2,-0.913
13506.4,17959.4,-0.913
13506.6,17959.6,-0.918
13506.8,17959.8,-0.918
13507,17960,-0.918
13507.2,17960.2,-0.908
13507.4,17960.4,-0.908
13507.6,17960.6,-0.908
13507.8,17960.8,-0.908
13508,17961,-0.903
13508.2,17961.2,-0.898
13508.4,17961.4,-0.894
13508.6,17961.6,-0.884
13508.8,17961.8,-0.884
13509,17962,-0.87
13509.2,17962.2,-0.865
13509.4,17962.4,-0.845
13509.6,17962.6,-0.836
13509.8,17962.8,-0.826
13510,17963,-0.812
13510.2,17963.2,-0.802
13510.4,17963.4,-0.788
13510.6,17963.6,-0.768
13510.8,17963.8,-0.754
13511,17964,-0.73
13511.2,17964.2,-0.706
13511.4,17964.4,-0.681
13511.6,17964.6,-0.657
13511.8,17964.8,-0.628
13512,17965,-0.599
13512.2,17965.2,-0.566
13512.4,17965.4,-0.532
13512.6,17965.6,-0.503
13512.8,17965.8,-0.464
13513,17966,-0.431
13513.2,17966.2,-0.402
13513.4,17966.4,-0.363
13513.6,17966.6,-0.31
13513.8,17966.8,-0.286
13514,17967,-0.238
13514.2,17967.2,-0.175
13514.4,17967.4,-0.161
13514.6,17967.6,-0.079
13514.8,17967.8,-0.021
13515,17968,0.037
13515.2,17968.2,0.095
13515.4,17968.4,0.153
13515.6,17968.6,0.211
13515.8,17968.8,0.249
13516,17969,0.283
13516.2,17969.2,0.298
13516.4,17969.4,0.317
13516.6,17969.6,0.341
13516.8,17969.8,0.36
13517,17970,0.389
13517.2,17970.2,0.399
13517.4,17970.4,0.418
13517.6,17970.6,0.447
13517.8,17970.8,0.457
13518,17971,0.486
13518.2,17971.2,0.5
13518.4,17971.4,0.534
13518.6,17971.6,0.548
13518.8,17971.8,0.573
13519,17972,0.602
13519.2,17972.2,0.626
13519.4,17972.4,0.659
13519.6,17972.6,0.688
13519.8,17972.8,0.722
13520,17973,0.751
13520.2,17973.2,0.789
13520.4,17973.4,0.818
13520.6,17973.6,0.852
13520.8,17973.8,0.886
13521,17974,0.915
13521.2,17974.2,0.949
13521.4,17974.4,0.978
13521.6,17974.6,1.026
13521.8,17974.8,1.084
13522,17975,1.142
13522.2,17975.2,1.214
13522.4,17975.4,1.262
13522.6,17975.6,1.32
13522.8,17975.8,1.378
13523,17976,1.412
13523.2,17976.2,1.46
13523.4,17976.4,1.484
13523.6,17976.6,1.499
13523.8,17976.8,1.523
13524,17977,1.552
13524.2,17977.2,1.581
13524.4,17977.4,1.581
13524.6,17977.6,1.609
13524.8,17977.8,1.619
13525,17978,1.614
13525.2,17978.2,1.653
13525.4,17978.4,1.629
13525.6,17978.6,1.537
13525.8,17978.8,1.619
13526,17979,1.672
13526.2,17979.2,1.667
13526.4,17979.4,1.658
13526.6,17979.6,1.653
13526.8,17979.8,1.643
13527,17980,1.629
13527.2,17980.2,1.614
13527.4,17980.4,1.585
13527.6,17980.6,1.571
13527.8,17980.8,1.537
13528,17981,1.513
13528.2,17981.2,1.479
13528.4,17981.4,1.446
13528.6,17981.6,1.407
13528.8,17981.8,1.378
13529,17982,1.33
13529.2,17982.2,1.301
13529.4,17982.4,1.253
13529.6,17982.6,1.2
13529.8,17982.8,1.147
13530,17983,1.074
13530.2,17983.2,1.016
13530.4,17983.4,0.934
13530.6,17983.6,0.847
13530.8,17983.8,0.746
13531,17984,0.626
13531.2,17984.2,0.486
13531.4,17984.4,0.307
13531.6,17984.6,0.24
13531.8,17984.8,0.24
13532,17985,0.235
13532.2,17985.2,0.24
13532.4,17985.4,0.24
13532.6,17985.6,0.244
13532.8,17985.8,0.24
13533,17986,0.24
13533.2,17986.2,0.24
13533.4,17986.4,0.235
13533.6,17986.6,0.235
13533.8,17986.8,0.235
13534,17987,0.225
13534.2,17987.2,0.225
13534.4,17987.4,0.216
13534.6,17987.6,0.211
13534.8,17987.8,0.211
13535,17988,0.196
13535.2,17988.2,0.182
13535.4,17988.4,0.172
13535.6,17988.6,0.158
13535.8,17988.8,0.143
13536,17989,0.134
13536.2,17989.2,0.114
13536.4,17989.4,0.095
13536.6,17989.6,0.081
13536.8,17989.8,0.061
13537,17990,0.047
13537.2,17990.2,0.023
13537.4,17990.4,0.008
13537.6,17990.6,-0.006
13537.8,17990.8,-0.035
13538,17991,-0.031
13538.2,17991.2,-0.059
13538.4,17991.4,-0.074
13538.6,17991.6,-0.088
13538.8,17991.8,-0.107
13539,17992,-0.136
13539.2,17992.2,-0.175
13539.4,17992.4,-0.194
13539.6,17992.6,-0.209
13539.8,17992.8,-0.233
13540,17993,-0.247
13540.2,17993.2,-0.262
13540.4,17993.4,-0.286
13540.6,17993.6,-0.301
13540.8,17993.8,-0.301
13541,17994,-0.31
13541.2,17994.2,-0.344
13541.4,17994.4,-0.353
13541.6,17994.6,-0.378
13541.8,17994.8,-0.406
13542,17995,-0.445
13542.2,17995.2,-0.469
13542.4,17995.4,-0.508
13542.6,17995.6,-0.561
13542.8,17995.8,-0.609
13543,17996,-0.677
13543.2,17996.2,-0.73
13543.4,17996.4,-0.793
13543.6,17996.6,-0.884
13543.8,17996.8,-0.985
13544,17997,-1.043
13544.2,17997.2,-1.111
13544.4,17997.4,-1.164
13544.6,17997.6,-1.198
13544.8,17997.8,-1.241
13545,17998,-1.217
13545.2,17998.2,-1.212
13545.4,17998.4,-1.241
13545.6,17998.6,-1.193
13545.8,17998.8,-1.149
13546,17999,-1.096
13546.2,17999.2,-1.048
13546.4,17999.4,-0.981
13546.6,17999.6,-0.927
13546.8,17999.8,-0.923
13547,18000,-0.932
13547.2,18000.2,-0.937
13547.4,18000.4,-0.942
13547.6,18000.6,-0.937
13547.8,18000.8,-0.942
13548,18001,-0.942
13548.2,18001.2,-0.937
13548.4,18001.4,-0.942
13548.6,18001.6,-0.932
13548.8,18001.8,-0.927
13549,18002,-0.927
13549.2,18002.2,-0.923
13549.4,18002.4,-0.923
13549.6,18002.6,-0.923
13549.8,18002.8,-0.918
13550,18003,-0.918
13550.2,18003.2,-0.913
13550.4,18003.4,-0.913
13550.6,18003.6,-0.908
13550.8,18003.8,-0.908
13551,18004,-0.908
13551.2,18004.2,-0.908
13551.4,18004.4,-0.908
13551.6,18004.6,-0.918
13551.8,18004.8,-0.908
13552,18005,-0.908
13552.2,18005.2,-0.908
13552.4,18005.4,-0.908
13552.6,18005.6,-0.908
13552.8,18005.8,-0.908
13553,18006,-0.903
13553.2,18006.2,-0.903
13553.4,18006.4,-0.894
13553.6,18006.6,-0.889
13553.8,18006.8,-0.884
13554,18007,-0.879
13554.2,18007.2,-0.874
13554.4,18007.4,-0.87
13554.6,18007.6,-0.845
13554.8,18007.8,-0.845
13555,18008,-0.841
13555.2,18008.2,-0.831
13555.4,18008.4,-0.817
13555.6,18008.6,-0.812
13555.8,18008.8,-0.797
13556,18009,-0.783
13556.2,18009.2,-0.768
13556.4,18009.4,-0.749
13556.6,18009.6,-0.73
13556.8,18009.8,-0.71
13557,18010,-0.681
13557.2,18010.2,-0.657
13557.4,18010.4,-0.628
13557.6,18010.6,-0.599
13557.8,18010.8,-0.566
13558,18011,-0.537
13558.2,18011.2,-0.503
13558.4,18011.4,-0.469
13558.6,18011.6,-0.426
13558.8,18011.8,-0.392
13559,18012,-0.353
13559.2,18012.2,-0.305
13559.4,18012.4,-0.272
13559.6,18012.6,-0.194
13559.8,18012.8,-0.18
13560,18013,-0.093
13560.2,18013.2,-0.045
13560.4,18013.4,0.018
13560.6,18013.6,0.095
13560.8,18013.8,0.153
13561,18014,0.22
13561.2,18014.2,0.254
13561.4,18014.4,0.288
13561.6,18014.6,0.307
13561.8,18014.8,0.327
13562,18015,0.351
13562.2,18015.2,0.37
13562.4,18015.4,0.404
13562.6,18015.6,0.423
13562.8,18015.8,0.438
13563,18016,0.462
13563.2,18016.2,0.505
13563.4,18016.4,0.524
13563.6,18016.6,0.558
13563.8,18016.8,0.582
13564,18017,0.616
13564.2,18017.2,0.655
13564.4,18017.4,0.703
13564.6,18017.6,0.736
13564.8,18017.8,0.77
13565,18018,0.814
13565.2,18018.2,0.857
13565.4,18018.4,0.891
13565.6,18018.6,0.93
13565.8,18018.8,0.973
13566,18019,1.026
13566.2,18019.2,1.093
13566.4,18019.4,1.176
13566.6,18019.6,1.248
13566.8,18019.8,1.306
13567,18020,1.364
13567.2,18020.2,1.426
13567.4,18020.4,1.455
13567.6,18020.6,1.489
13567.8,18020.8,1.523
13568,18021,1.547
13568.2,18021.2,1.576
13568.4,18021.4,1.581
13568.6,18021.6,1.523
13568.8,18021.8,1.624
13569,18022,1.624
13569.2,18022.2,1.629
13569.4,18022.4,1.581
13569.6,18022.6,1.658
13569.8,18022.8,1.653
13570,18023,1.638
13570.2,18023.2,1.634
13570.4,18023.4,1.624
13570.6,18023.6,1.614
13570.8,18023.8,1.585
13571,18024,1.576
13571.2,18024.2,1.552
13571.4,18024.4,1.518
13571.6,18024.6,1.489
13571.8,18024.8,1.451
13572,18025,1.422
13572.2,18025.2,1.388
13572.4,18025.4,1.349
13572.6,18025.6,1.31
13572.8,18025.8,1.277
13573,18026,1.233
13573.2,18026.2,1.176
13573.4,18026.4,1.142
13573.6,18026.6,1.079
13573.8,18026.8,1.016
13574,18027,0.944
13574.2,18027.2,0.852
13574.4,18027.4,0.756
13574.6,18027.6,0.659
13574.8,18027.8,0.534
13575,18028,0.389
13575.2,18028.2,0.249
13575.4,18028.4,0.244
13575.6,18028.6,0.24
13575.8,18028.8,0.24
13576,18029,0.244
13576.2,18029.2,0.249
13576.4,18029.4,0.249
13576.6,18029.6,0.244
13576.8,18029.8,0.249
13577,18030,0.244
13577.2,18030.2,0.24
13577.4,18030.4,0.244
13577.6,18030.6,0.24
13577.8,18030.8,0.24
13578,18031,0.23
13578.2,18031.2,0.23
13578.4,18031.4,0.23
13578.6,18031.6,0.225
13578.8,18031.8,0.235
13579,18032,0.235
13579.2,18032.2,0.23
13579.4,18032.4,0.22
13579.6,18032.6,0.192
13579.8,18032.8,0.182
13580,18033,0.172
13580.2,18033.2,0.167
13580.4,18033.4,0.153
13580.6,18033.6,0.148
13580.8,18033.8,0.139
13581,18034,0.124
13581.2,18034.2,0.114
13581.4,18034.4,0.105
13581.6,18034.6,0.095
13581.8,18034.8,0.085
13582,18035,0.071
13582.2,18035.2,0.061
13582.4,18035.4,0.047
13582.6,18035.6,0.037
13582.8,18035.8,0.023
13583,18036,0.018
13583.2,18036.2,0.003
13583.4,18036.4,-0.006
13583.6,18036.6,-0.006
13583.8,18036.8,-0.016
13584,18037,-0.031
13584.2,18037.2,-0.045
13584.4,18037.4,-0.05
13584.6,18037.6,-0.035
13584.8,18037.8,-0.055
13585,18038,-0.064
13585.2,18038.2,-0.074
13585.4,18038.4,-0.083
13585.6,18038.6,-0.093
13585.8,18038.8,-0.093
13586,18039,-0.098
13586.2,18039.2,-0.112
13586.4,18039.4,-0.132
13586.6,18039.6,-0.146
13586.8,18039.8,-0.161
13587,18040,-0.175
13587.2,18040.2,-0.19
13587.4,18040.4,-0.199
13587.6,18040.6,-0.204
13587.8,18040.8,-0.219
13588,18041,-0.209
13588.2,18041.2,-0.214
13588.4,18041.4,-0.223
13588.6,18041.6,-0.247
13588.8,18041.8,-0.252
13589,18042,-0.247
13589.2,18042.2,-0.267
13589.4,18042.4,-0.267
13589.6,18042.6,-0.281
13589.8,18042.8,-0.286
13590,18043,-0.291
13590.2,18043.2,-0.286
13590.4,18043.4,-0.301
13590.6,18043.6,-0.301
13590.8,18043.8,-0.305
13591,18044,-0.325
13591.2,18044.2,-0.344
13591.4,18044.4,-0.349
13591.6,18044.6,-0.363
13591.8,18044.8,-0.358
13592,18045,-0.368
13592.2,18045.2,-0.382
13592.4,18045.4,-0.402
13592.6,18045.6,-0.402
13592.8,18045.8,-0.416
13593,18046,-0.435
13593.2,18046.2,-0.46
13593.4,18046.4,-0.474
13593.6,18046.6,-0.493
13593.8,18046.8,-0.518
13594,18047,-0.537
13594.2,18047.2,-0.556
13594.4,18047.4,-0.595
13594.6,18047.6,-0.638
13594.8,18047.8,-0.648
13595,18048,-0.672
13595.2,18048.2,-0.715
13595.4,18048.4,-0.735
13595.6,18048.6,-0.778
13595.8,18048.8,-0.817
13596,18049,-0.845
13596.2,18049.2,-0.903
13596.4,18049.4,-0.932
13596.6,18049.6,-0.956
13596.8,18049.8,-1
13597,18050,-1.043
13597.2,18050.2,-1.072
13597.4,18050.4,-1.092
13597.6,18050.6,-1.116
13597.8,18050.8,-1.13
13598,18051,-1.149
13598.2,18051.2,-1.173
13598.4,18051.4,-1.188
13598.6,18051.6,-1.188
13598.8,18051.8,-1.193
13599,18052,-1.212
13599.2,18052.2,-1.207
13599.4,18052.4,-1.217
13599.6,18052.6,-1.207
13599.8,18052.8,-1.202
13600,18053,-1.198
13600.2,18053.2,-1.202
13600.4,18053.4,-1.198
13600.6,18053.6,-1.212
13600.8,18053.8,-1.188
13601,18054,-1.222
13601.2,18054.2,-1.188
13601.4,18054.4,-1.183
13601.6,18054.6,-1.154
13601.8,18054.8,-1.101
13602,18055,-1.072
13602.2,18055.2,-1.135
13602.4,18055.4,-1.106
13602.6,18055.6,-1.082
13602.8,18055.8,-1.077
13603,18056,-1.077
13603.2,18056.2,-1.039
13603.4,18056.4,-1.043
13603.6,18056.6,-1.01
13603.8,18056.8,-0.976
13604,18057,-0.971
13604.2,18057.2,-0.976
13604.4,18057.4,-0.937
13604.6,18057.6,-0.913
13604.8,18057.8,-0.908
13605,18058,-0.908
13605.2,18058.2,-0.865
13605.4,18058.4,-0.841
13605.6,18058.6,-0.898
13605.8,18058.8,-0.903
13606,18059,-0.874
13606.2,18059.2,-0.884
13606.4,18059.4,-0.913
13606.6,18059.6,-0.913
13606.8,18059.8,-0.918
13607,18060,-0.918
13607.2,18060.2,-0.913
13607.4,18060.4,-0.918
13607.6,18060.6,-0.918
13607.8,18060.8,-0.918
13608,18061,-0.923
13608.2,18061.2,-0.923
13608.4,18061.4,-0.923
13608.6,18061.6,-0.923
13608.8,18061.8,-0.923
13609,18062,-0.923
13609.2,18062.2,-0.923
13609.4,18062.4,-0.923
13609.6,18062.6,-0.923
13609.8,18062.8,-0.923
13610,18063,-0.918
13610.2,18063.2,-0.923
13610.4,18063.4,-0.923
13610.6,18063.6,-0.923
13610.8,18063.8,-0.923
13611,18064,-0.918
13611.2,18064.2,-0.918
13611.4,18064.4,-0.918
13611.6,18064.6,-0.918
13611.8,18064.8,-0.918
13612,18065,-0.913
13612.2,18065.2,-0.918
13612.4,18065.4,-0.918
13612.6,18065.6,-0.918
13612.8,18065.8,-0.913
13613,18066,-0.918
13613.2,18066.2,-0.908
13613.4,18066.4,-0.908
13613.6,18066.6,-0.908
13613.8,18066.8,-0.913
13614,18067,-0.908
13614.2,18067.2,-0.908
13614.4,18067.4,-0.913
13614.6,18067.6,-0.908
13614.8,18067.8,-0.908
13615,18068,-0.913
13615.2,18068.2,-0.908
13615.4,18068.4,-0.908
13615.6,18068.6,-0.908
13615.8,18068.8,-0.908
13616,18069,-0.913
13616.2,18069.2,-0.913
13616.4,18069.4,-0.913
13616.6,18069.6,-0.913
13616.8,18069.8,-0.913
13617,18070,-0.908
13617.2,18070.2,-0.908
13617.4,18070.4,-0.913
13617.6,18070.6,-0.913
13617.8,18070.8,-0.908
13618,18071,-0.908
13618.2,18071.2,-0.918
13618.4,18071.4,-0.918
13618.6,18071.6,-0.918
13618.8,18071.8,-0.918
13619,18072,-0.918
13619.2,18072.2,-0.918
13619.4,18072.4,-0.918
13619.6,18072.6,-0.923
13619.8,18072.8,-0.918
13620,18073,-0.918
13620.2,18073.2,-0.923
13620.4,18073.4,-0.923
13620.6,18073.6,-0.923
13620.8,18073.8,-0.923
13621,18074,-0.923
13621.2,18074.2,-0.923
13621.4,18074.4,-0.923
13621.6,18074.6,-0.923
13621.8,18074.8,-0.913
13622,18075,-0.923
13622.2,18075.2,-0.923
13622.4,18075.4,-0.918
13622.6,18075.6,-0.918
13622.8,18075.8,-0.918
13623,18076,-0.918
13623.2,18076.2,-0.918
13623.4,18076.4,-0.918
13623.6,18076.6,-0.918
13623.8,18076.8,-0.908
13624,18077,-0.879
13624.2,18077.2,-0.874
13624.4,18077.4,-0.894
13624.6,18077.6,-0.903
13624.8,18077.8,-0.841
13625,18078,-0.845
13625.2,18078.2,-0.894
13625.4,18078.4,-0.908
13625.6,18078.6,-0.908
13625.8,18078.8,-0.908
13626,18079,-0.937
13626.2,18079.2,-0.971
13626.4,18079.4,-0.985
13626.6,18079.6,-0.956
13626.8,18079.8,-0.976
13627,18080,-0.966
13627.2,18080.2,-1.014
13627.4,18080.4,-1.019
13627.6,18080.6,-1.058
13627.8,18080.8,-1.058
13628,18081,-1.077
13628.2,18081.2,-1.092
13628.4,18081.4,-1.087
13628.6,18081.6,-1.101
13628.8,18081.8,-1.125
13629,18082,-1.12
13629.2,18082.2,-1.063
13629.4,18082.4,-1.058
13629.6,18082.6,-1.111
13629.8,18082.8,-1.149
13630,18083,-1.154
13630.2,18083.2,-1.154
13630.4,18083.4,-1.164
13630.6,18083.6,-1.173
13630.8,18083.8,-1.173
13631,18084,-1.193
13631.2,18084.2,-1.188
13631.4,18084.4,-1.178
13631.6,18084.6,-1.193
13631.8,18084.8,-1.198
13632,18085,-1.193
13632.2,18085.2,-1.188
13632.4,18085.4,-1.188
13632.6,18085.6,-1.198
13632.8,18085.8,-1.188
13633,18086,-1.188
13633.2,18086.2,-1.198
13633.4,18086.4,-1.217
13633.6,18086.6,-1.207
13633.8,18086.8,-1.198
13634,18087,-1.202
13634.2,18087.2,-1.212
13634.4,18087.4,-1.222
13634.6,18087.6,-1.202
13634.8,18087.8,-1.202
13635,18088,-1.183
13635.2,18088.2,-1.188
13635.4,18088.4,-1.164
13635.6,18088.6,-1.154
13635.8,18088.8,-1.149
13636,18089,-1.135
13636.2,18089.2,-1.135
13636.4,18089.4,-1.125
13636.6,18089.6,-1.116
13636.8,18089.8,-1.096
13637,18090,-1.082
13637.2,18090.2,-1.082
13637.4,18090.4,-1.063
13637.6,18090.6,-1.039
13637.8,18090.8,-1.024
13638,18091,-1.014
13638.2,18091.2,-0.981
13638.4,18091.4,-0.985
13638.6,18091.6,-0.966
13638.8,18091.8,-0.932
13639,18092,-0.923
13639.2,18092.2,-0.898
13639.4,18092.4,-0.874
13639.6,18092.6,-0.841
13639.8,18092.8,-0.812
13640,18093,-0.793
13640.2,18093.2,-0.768
13640.4,18093.4,-0.744
13640.6,18093.6,-0.71
13640.8,18093.8,-0.701
13641,18094,-0.686
13641.2,18094.2,-0.648
13641.4,18094.4,-0.623
13641.6,18094.6,-0.623
13641.8,18094.8,-0.609
13642,18095,-0.585
13642.2,18095.2,-0.571
13642.4,18095.4,-0.542
13642.6,18095.6,-0.537
13642.8,18095.8,-0.527
13643,18096,-0.503
13643.2,18096.2,-0.484
13643.4,18096.4,-0.479
13643.6,18096.6,-0.464
13643.8,18096.8,-0.44
13644,18097,-0.445
13644.2,18097.2,-0.435
13644.4,18097.4,-0.416
13644.6,18097.6,-0.421
13644.8,18097.8,-0.402
13645,18098,-0.387
13645.2,18098.2,-0.382
13645.4,18098.4,-0.387
13645.6,18098.6,-0.373
13645.8,18098.8,-0.368
13646,18099,-0.349
13646.2,18099.2,-0.353
13646.4,18099.4,-0.334
13646.6,18099.6,-0.344
13646.8,18099.8,-0.339
13647,18100,-0.315
13647.2,18100.2,-0.325
13647.4,18100.4,-0.315
13647.6,18100.6,-0.305
13647.8,18100.8,-0.305
13648,18101,-0.301
13648.2,18101.2,-0.286
13648.4,18101.4,-0.276
13648.6,18101.6,-0.281
13648.8,18101.8,-0.262
13649,18102,-0.267
13649.2,18102.2,-0.247
13649.4,18102.4,-0.267
13649.6,18102.6,-0.243
13649.8,18102.8,-0.243
13650,18103,-0.233
13650.2,18103.2,-0.238
13650.4,18103.4,-0.243
13650.6,18103.6,-0.243
13650.8,18103.8,-0.238
13651,18104,-0.219
13651.2,18104.2,-0.199
13651.4,18104.4,-0.209
13651.6,18104.6,-0.19
13651.8,18104.8,-0.199
13652,18105,-0.194
13652.2,18105.2,-0.19
13652.4,18105.4,-0.185
13652.6,18105.6,-0.17
13652.8,18105.8,-0.151
13653,18106,-0.141
13653.2,18106.2,-0.132
13653.4,18106.4,-0.117
13653.6,18106.6,-0.107
13653.8,18106.8,-0.093
13654,18107,-0.083
13654.2,18107.2,-0.079
13654.4,18107.4,-0.074
13654.6,18107.6,-0.069
13654.8,18107.8,-0.064
13655,18108,-0.059
13655.2,18108.2,-0.059
13655.4,18108.4,-0.055
13655.6,18108.6,-0.05
13655.8,18108.8,-0.021
13656,18109,-0.016
13656.2,18109.2,-0.016
13656.4,18109.4,-0.035
13656.6,18109.6,-0.021
13656.8,18109.8,-0.016
13657,18110,-0.002
13657.2,18110.2,0.008
13657.4,18110.4,0.008
13657.6,18110.6,0.018
13657.8,18110.8,0.023
13658,18111,0.027
13658.2,18111.2,0.042
13658.4,18111.4,0.047
13658.6,18111.6,0.047
13658.8,18111.8,0.056
13659,18112,0.061
13659.2,18112.2,0.066
13659.4,18112.4,0.071
13659.6,18112.6,0.076
13659.8,18112.8,0.076
13660,18113,0.085
13660.2,18113.2,0.085
13660.4,18113.4,0.095
13660.6,18113.6,0.11
13660.8,18113.8,0.11
13661,18114,0.114
13661.2,18114.2,0.119
13661.4,18114.4,0.129
13661.6,18114.6,0.134
13661.8,18114.8,0.139
13662,18115,0.143
13662.2,18115.2,0.148
13662.4,18115.4,0.153
13662.6,18115.6,0.153
13662.8,18115.8,0.148
13663,18116,0.158
13663.2,18116.2,0.158
13663.4,18116.4,0.158
13663.6,18116.6,0.167
13663.8,18116.8,0.167
13664,18117,0.172
13664.2,18117.2,0.172
13664.4,18117.4,0.182
13664.6,18117.6,0.182
13664.8,18117.8,0.187
13665,18118,0.187
13665.2,18118.2,0.192
13665.4,18118.4,0.192
13665.6,18118.6,0.196
13665.8,18118.8,0.201
13666,18119,0.206
13666.2,18119.2,0.206
13666.4,18119.4,0.211
13666.6,18119.6,0.211
13666.8,18119.8,0.216
13667,18120,0.216
13667.2,18120.2,0.216
13667.4,18120.4,0.216
13667.6,18120.6,0.216
13667.8,18120.8,0.22
13668,18121,0.22
13668.2,18121.2,0.225
13668.4,18121.4,0.225
